date_num,date,best_ask_price,best_ask_size,best_bid_price,best_bid_size,ask_total_size,bid_total_size,ask_weighted_average_price,bid_weighted_average_price,best_mid_price,mid_weighted_average_price
1516573242.0,2018-01-21 22:20:42.000000,1226410,1000000,1224860,1000000,4000000,1000000,1226662.5,1224860.0,1225635.0,1225761.25
1516573242.0,2018-01-21 22:20:42.000000,1226410,1000000,1225940,250000,4000000,1250000,1226662.5,1225076.0,1226175.0,1225869.25
1516573242.0,2018-01-21 22:20:42.000000,1226410,1000000,1224860,1000000,4000000,1000000,1226662.5,1224860.0,1225635.0,1225761.25
1516573242.0,2018-01-21 22:20:42.000000,1226410,1000000,1225930,250000,4000000,1250000,1226662.5,1225074.0,1226170.0,1225868.25
1516573242.0,2018-01-21 22:20:42.000000,1226410,1000000,1224860,1000000,4000000,1000000,1226662.5,1224860.0,1225635.0,1225761.25
1516573242.0,2018-01-21 22:20:42.000000,1226410,1000000,1225940,250000,4000000,1250000,1226662.5,1225076.0,1226175.0,1225869.25
1516573243.6,2018-01-21 22:20:43.600000,1226410,1000000,1224860,1000000,4000000,1000000,1226662.5,1224860.0,1225635.0,1225761.25
1516573243.6,2018-01-21 22:20:43.600000,1226410,1000000,1225930,250000,4000000,1250000,1226662.5,1225074.0,1226170.0,1225868.25
1516573243.6,2018-01-21 22:20:43.600000,1226410,1000000,1224860,1000000,4000000,1000000,1226662.5,1224860.0,1225635.0,1225761.25
1516573243.6,2018-01-21 22:20:43.600000,1226410,1000000,1225940,250000,4000000,1250000,1226662.5,1225076.0,1226175.0,1225869.25
1516573251.1,2018-01-21 22:20:51.100000,1226410,1000000,1224860,1000000,4000000,1000000,1226662.5,1224860.0,1225635.0,1225761.25
1516573254.3,2018-01-21 22:20:54.300000,1226410,1000000,1225940,250000,4000000,1250000,1226662.5,1225076.0,1226175.0,1225869.25
1516573259.6,2018-01-21 22:20:59.600000,1226410,1000000,1224860,1000000,4000000,1000000,1226662.5,1224860.0,1225635.0,1225761.25
1516573259.6,2018-01-21 22:20:59.600000,1226410,1000000,1225950,250000,4000000,1250000,1226662.5,1225078.0,1226180.0,1225870.25
1516573261.6,2018-01-21 22:21:01.600000,1226410,1000000,1224860,1000000,4000000,1000000,1226662.5,1224860.0,1225635.0,1225761.25
1516573261.6,2018-01-21 22:21:01.600000,1226410,1000000,1225930,250000,4000000,1250000,1226662.5,1225074.0,1226170.0,1225868.25
1516573267.3,2018-01-21 22:21:07.300000,1226410,1000000,1224860,1000000,4000000,1000000,1226662.5,1224860.0,1225635.0,1225761.25
1516573267.3,2018-01-21 22:21:07.300000,1226410,1000000,1225980,250000,4000000,1250000,1226662.5,1225084.0,1226195.0,1225873.25
1516573270.5,2018-01-21 22:21:10.500000,1226410,1000000,1224860,1000000,4000000,1000000,1226662.5,1224860.0,1225635.0,1225761.25
1516573270.5,2018-01-21 22:21:10.500000,1226410,1000000,1225970,250000,4000000,1250000,1226662.5,1225082.0,1226190.0,1225872.25
1516573274.3,2018-01-21 22:21:14.300000,1226410,1000000,1225920,2000000,4000000,3000000,1226657.5,1225566.6666666667,1226165.0,1226112.0833333335
1516573282.0,2018-01-21 22:21:22.000000,1226200,1000000,1226010,1000000,2000000,2000000,1226315.0,1225915.0,1226105.0,1226115.0
1516573282.0,2018-01-21 22:21:22.000000,1226200,1000000,1226000,1000000,2000000,2000000,1226315.0,1225910.0,1226100.0,1226112.5
1516573283.1,2018-01-21 22:21:23.100000,1226410,1000000,1225950,250000,4000000,3250000,1226657.5,1225710.0,1226180.0,1226183.75
1516573283.1,2018-01-21 22:21:23.100000,1226410,1000000,1225920,2000000,4000000,3000000,1226657.5,1225690.0,1226165.0,1226173.75
1516573283.1,2018-01-21 22:21:23.100000,1226410,1000000,1225960,250000,4000000,3250000,1226657.5,1225710.7692307692,1226185.0,1226184.1346153845
1516573285.6,2018-01-21 22:21:25.600000,1226410,1000000,1225920,2000000,4000000,3000000,1226657.5,1225690.0,1226165.0,1226173.75
1516573285.6,2018-01-21 22:21:25.600000,1226410,1000000,1225950,250000,4000000,3250000,1226657.5,1225710.0,1226180.0,1226183.75
1516573285.8,2018-01-21 22:21:25.800000,1226410,1000000,1225920,2000000,4000000,3000000,1226657.5,1225690.0,1226165.0,1226173.75
1516573285.8,2018-01-21 22:21:25.800000,1226410,1000000,1225940,250000,4000000,3250000,1226657.5,1225709.2307692308,1226175.0,1226183.3653846155
1516573295.2,2018-01-21 22:21:35.200000,1226410,1000000,1225920,2000000,4000000,3000000,1226657.5,1225640.0,1226165.0,1226148.75
1516573295.2,2018-01-21 22:21:35.200000,1226410,1000000,1225930,250000,4000000,3250000,1226657.5,1225662.3076923077,1226170.0,1226159.903846154
1516573295.2,2018-01-21 22:21:35.200000,1226410,1000000,1225920,2000000,4000000,3000000,1226657.5,1225640.0,1226165.0,1226148.75
1516573295.2,2018-01-21 22:21:35.200000,1226410,1000000,1225940,250000,4000000,3250000,1226657.5,1225663.076923077,1226175.0,1226160.2884615385
1516573295.2,2018-01-21 22:21:35.200000,1226410,1000000,1225920,2000000,4000000,3000000,1226657.5,1225640.0,1226165.0,1226148.75
1516573295.2,2018-01-21 22:21:35.200000,1226410,1000000,1225930,250000,4000000,3250000,1226657.5,1225662.3076923077,1226170.0,1226159.903846154
1516573296.7,2018-01-21 22:21:36.700000,1226410,1000000,1225920,2000000,4000000,3000000,1226657.5,1225640.0,1226165.0,1226148.75
1516573296.7,2018-01-21 22:21:36.700000,1226410,1000000,1225940,250000,4000000,3250000,1226657.5,1225663.076923077,1226175.0,1226160.2884615385
1516573303.1,2018-01-21 22:21:43.100000,1226410,1000000,1225920,2000000,4000000,3000000,1226657.5,1225640.0,1226165.0,1226148.75
